1,0.08339904182193067,-0.07857374263317851,-0.08689735464982401
2,-6.95896907405268,-7.443276053227324,-0.2469078869342977
3,0.04800534891768357,0.1601875444799703,-0.07879811333334749
6,-4.014379112933229,4.17485105878143,-0.09206794139674786
12,3.522521915638427,5.700024384062471,-1.5557168536302806
24,1.4964687581052518,6.1415595281093776,-4.313716120656452
49,2.271156234599943,6.165729245157798,-3.5812130647530616
98,5.687310784592455,6.104204176184864,-1.7510142613581605
7,0.7881921996287073,-1.5580173120279686,-0.6984691621684993
14,-6.365693707424753,-6.3270035307092565,-0.03583129528046354
15,1.4156054226475245,-0.4597544559856103,0.6696167569778253
30,-2.6731953038448037,1.001635369375984,0.5194183023474981
60,0.6641970308799081,-0.19187082397171445,0.08461179865805321
120,-0.12421301864144564,-1.4779222297257597,-0.14508206567331872
241,-1.8673746169538188,8.564462209057965,-0.6329770694749022
121,0.3338788113113843,0.7463812851428304,-0.04671185554622238
243,6.818176956208797,-6.430304722752879,0.08658448035441728
61,-8.099885863464344,-1.7992223993187892,1.1541018159933882
31,4.956391869423018,2.1103885901677484,1.7373089594147815
62,4.154197777163012,6.298667770511296,-0.845040913969485
63,6.170152029684798,-1.4289691025937945,3.444266288791031
126,6.581686145939495,-5.494386963135199,1.4093845966861682
